date,cases,ww_mean,ww_smooth,social_index,social_lag1,pct_mean,pos_lag1,cases_lag1,cases_lag2,week_num,Lineage_other,Lineage_B.1.1.7,Lineage_B.1.351,Lineage_P.1,Lineage_B.1.617.2,Lineage_BA.1,Lineage_BA.2,Lineage_BA.2.12.1,Lineage_BA.4,Lineage_BA.5,Lineage_BQ.1,Lineage_BA.2.75,Lineage_XBB,Lineage_XBB.1.5,Lineage_XBB.1.9,Lineage_XBF,Lineage_XBB.1.16,Lineage_EG.5,Lineage_BA.2.86,Lineage_JN.1,Lineage_KP.2,Lineage_KP.3,Lineage_XEC,Lineage_NB.1.8.1,Lineage_LP.8.1,Lineage_XFG,Lineage_BA.3.2,wastewater_change,positivity_change,top_lineage,top_lineage_pct,top_lineage_pct_change,llm_forecast_1,llm_forecast_2,llm_forecast_3,llm_ci_lower_1,llm_ci_upper_1,llm_ci_lower_2,llm_ci_upper_2,llm_ci_lower_3,llm_ci_upper_3,llm_category_1,llm_category_2,llm_category_3,llm_explanation
2025-01-05,113,215,297.666666666667,7.84,4.55,0.17,0.33,139.0,107.0,67,5.935,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,28.055,0.0,21.66,41.0975,0.0,2.765,0.49,0.0,-0.3786127167630058,-0.48484848484848486,Lineage_XEC,41.0975,0.0007914282235479408,98.0,75.0,60.0,88.67929040281741,144.98737626384926,72.3508373186967,151.98249601463664,58.73576720587106,156.26423279412893,decreasing,significantly decreasing,significantly decreasing,Based on the trend of wastewater change and positivity rate decrease over the past weeks along with a decline in cases reported each week. The forecast predicts continued reduction. | partial_fields_filled_with_mock
2025-01-12,78,140,233.666666666667,8.085,7.84,0.16,0.17,113.0,139.0,68,8.28,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,25.2525,0.0,24.4475,38.0775,0.0,3.4525,0.49,0.0,-0.34883720930232553,-0.05882352941176472,Lineage_XEC,38.0775,-0.07348378855161497,68.7,59.4,50.8,50.508257514067736,148.65840915259892,20.514028868573334,159.31930446476002,0.0,165.25052470426283,decreasing,significantly decreasing,significantly decreasing,Based on the trend of wastewater change and positivity rate decrease over the past weeks along with a significant drop in cases reported weekly. The forecast predicts continued decline. | partial_fields_filled_with_mock
2025-01-19,88,148,167.666666666667,6.615,8.085,0.1,0.16,78.0,113.0,69,7.8625,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.6525,0.5825,25.755,36.2925,0.0,4.365,0.49,0.0,0.05714285714285716,-0.375,Lineage_XEC,36.2925,-0.04687807760488483,98.0,75.0,60.0,33.978480340458695,141.0215196595413,0.0,146.19085898134153,0.0,146.20199134862207,decreasing,significantly decreasing,significantly decreasing,Based on the trend of wastewater change and positivity rate decrease over the past weeks along with a consistent decline in cases. The risk is expected to continue decreasing. | partial_fields_filled_with_mock
2025-01-26,83,137,141.666666666667,6.86,6.615,0.13,0.1,88.0,78.0,70,6.69,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.5825,0.5825,24.2625,36.4775,0.0,6.915,0.49,0.0,-0.07432432432432434,0.30000000000000004,Lineage_XEC,36.4775,0.005097471929462083,83.0,90.0,85.0,50.03056175990987,110.96943824009013,27.409707202975127,113.59029279702487,7.72538489008187,113.27461510991813,stable,decreasing,stable,partial_llm_filled_with_mock
2025-02-02,66,92,125.666666666667,6.37,6.86,0.08,0.13,83.0,88.0,71,5.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,24.28,0.776666666666667,27.7733333333333,34.2566666666667,0.0,7.91333333333333,0.0,0.0,-0.3284671532846716,-0.3846153846153846,Lineage_XEC,34.2566666666667,-0.060882279030451514,63.7,58.4,57.0,56.268055657840904,93.2319443421591,44.61258365229391,96.8874163477061,34.73833337672029,98.76166662327971,decreasing,significantly decreasing,significantly decreasing,Based on the trend of wastewater change and positivity rate decrease over the past weeks along with a decline in cases reported each week. The outbreak risk is significantly decreasing. | partial_fields_filled_with_mock
2025-02-09,64,85,104.666666666667,5.88,6.37,0.06,0.08,66.0,83.0,72,1.23333333333333,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.4833333333333,0.776666666666667,21.8766666666667,43.2066666666667,0.0,12.42,0.0,0.0,-0.07608695652173914,-0.25,Lineage_XEC,43.2066666666667,0.26126301449839406,63.78,59.4,56.18,43.65525764780072,90.84474235219929,25.881995364820902,92.61800463517909,10.38270745449364,92.11729254550636,decreasing,significantly decreasing,significantly decreasing,Based on the trend of wastewater change and positivity rate decrease over the past weeks along with a consistent decline in cases. The risk is significantly decreasing. | partial_fields_filled_with_mock
2025-02-16,56,77,84.6666666666667,11.76,5.88,0.1,0.06,64.0,66.0,73,1.85,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.26,0.0,17.7,45.045,0.0,15.14,0.0,0.0,-0.09411764705882353,0.6666666666666667,Lineage_XEC,45.045,0.04254744638173058,68.37,59.4,40.25,35.995870795138565,80.50412920486144,17.777908659681774,80.72209134031823,1.7047175389776186,78.79528246102238,decreasing,significantly decreasing,significantly decreasing,partial_llm_filled_with_mock
2025-02-23,51,66,76.0,8.575,11.76,0.14,0.1,56.0,64.0,74,3.7,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.11,0.0,14.81,51.85,0.0,18.52,0.0,0.0,-0.1428571428571429,0.40000000000000013,Lineage_XEC,51.85,0.1510711510711511,48.0,50.0,44.25,40.54167163120657,67.95832836879343,29.86349610338849,68.63650389661152,20.506478778411996,67.993521221588,significantly decreasing,decreasing,decreasing,partial_llm_filled_with_mock
2025-03-02,52,73,72.0,6.615,8.575,0.09,0.14,51.0,56.0,75,3.7,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,11.11,0.0,14.81,51.85,0.0,18.52,0.0,0.0,0.10606060606060597,-0.3571428571428572,Lineage_XEC,51.85,0.0,53.76,49.8,56.71,40.16829603785926,63.33170396214074,31.370997181350347,64.12900281864965,23.68990029935046,63.810099700649545,stable,decreasing,stable,partial_llm_filled_with_mock
2025-03-09,33,87,75.3333333333333,7.35,6.615,0.04,0.09,52.0,51.0,76,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19178082191780832,-0.5555555555555556,Lineage_other,0.0,-1.0,38.76,40.59,46.18,20.28121457578887,60.385452090877806,4.308688365431344,61.024644967901985,0.0,59.73128848747192,decreasing,stable,significantly decreasing,"Based on the decreasing trend in cases and positivity rate over the past weeks, along with a significant drop to zero for Lineage WoW change last week indicating potential control measures are working. However, without more data points or understanding of local interventions, these forecasts should be taken cautiously. | partial_fields_filled_with_mock"
2025-03-16,42,117,92.3333333333333,5.88,7.35,0.14,0.04,33.0,52.0,77,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3448275862068966,2.5000000000000004,Lineage_other,0.0,,73.6,90.0,65.0,24.079138942061448,58.92086105793855,13.86318202364599,63.13681797635401,5.326183536052326,65.67381646394767,significantly increasing,increasing,decreasing,partial_llm_filled_with_mock
2025-03-23,44,118,107.333333333333,7.105,5.88,0.14,0.14,42.0,33.0,78,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,21.43,0.0,3.57,14.29,7.14,42.86,10.71,0.0,0.008547008547008517,0.0,Lineage_LP.8.1,42.86,inf,63.79,80.54,97.61,24.785703887348358,55.38096277931831,15.782551631996693,59.05078170133663,8.253728564192286,61.246271435807714,significantly increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-03-30,35,103,112.666666666667,6.125,7.105,0.18,0.14,44.0,42.0,79,3.335,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.715,0.0,5.12,15.48,5.235,43.095,5.355,1.665,-0.1271186440677966,0.2857142857142856,Lineage_LP.8.1,43.095,0.00548296780214641,37.0,40.0,45.0,28.733769977188075,49.599563356145254,25.07898934023535,54.58767732643132,22.429692863705945,58.570307136294055,increasing,stable,increasing,partial_llm_filled_with_mock
2025-04-06,40,103,108.0,5.145,6.125,0.08,0.18,35.0,44.0,80,3.335,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.715,0.0,5.12,15.48,5.235,43.095,5.355,1.665,0.0,-0.5555555555555556,Lineage_LP.8.1,43.095,0.0,38.0,40.0,40.0,32.01340158551244,47.15326508115423,28.21116652265969,49.62216681067364,25.138493602945545,51.361506397054455,stable,stable,stable,Based on the recent trend of cases and wastewater changes remaining stable or decreasing slightly with no significant increase in positivity change. The forecast predicts a continued stability in case numbers for the next three weeks. | partial_fields_filled_with_mock
2025-04-13,37,130,112.0,4.655,5.145,0.06,0.08,40.0,35.0,81,3.335,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.715,0.0,5.12,15.48,5.235,43.095,5.355,1.665,0.2621359223300972,-0.25,Lineage_LP.8.1,43.095,0.0,37.8,40.5,38.9,28.991737785345787,44.34159554798754,23.479344819120385,45.187321847546286,18.706633233074477,45.29336676692552,stable,decreasing,stable,partial_llm_filled_with_mock
2025-04-20,39,132,121.666666666667,4.165,4.655,0.05,0.06,37.0,40.0,82,6.67,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,20.0,0.0,6.67,16.67,3.33,43.33,0.0,3.33,0.01538461538461533,-0.16666666666666663,Lineage_LP.8.1,43.33,0.005453068801485106,39.7,40.5,41.6,34.73731599942098,43.42935066724569,34.270470010739245,46.56286332259408,34.22247716708876,49.27752283291124,stable,increasing,stable,partial_llm_filled_with_mock
2025-04-27,37,114,125.333333333333,4.41,4.165,0.07,0.05,39.0,37.0,83,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.13636363636363635,0.40000000000000013,Lineage_other,0.0,-1.0,38.7,40.0,40.5,34.31,40.19,32.0922121266231,40.4077878733769,30.157770625747503,40.3422293742525,stable,stable,stable,"Based on the recent trend of stable cases and wastewater changes with a slight increase in positivity rate last week, it is predicted that outbreak risk will remain relatively stable for the next three weeks. | partial_fields_filled_with_mock"
2025-05-04,26,129,125.0,2.205,4.41,0.07,0.07,37.0,39.0,84,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13157894736842102,0.0,Lineage_other,0.0,,38.7,40.5,42.1,19.501629371192585,42.66503729547408,11.037663848017015,43.795669485316324,3.689900299350459,43.810099700649545,stable,increasing,significantly increasing,partial_llm_filled_with_mock
2025-05-11,41,140,127.666666666667,3.675,2.205,0.07,0.07,26.0,37.0,85,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0852713178294573,0.0,Lineage_other,0.0,,39.76,40.58,41.67,23.280766748249704,49.552566585083625,18.50636551473244,55.660301151934235,14.99795393816196,60.502046061838044,stable,increasing,decreasing,Based on the recent trend of wastewater signal and case numbers remaining relatively stable with a slight increase in cases over time. | partial_fields_filled_with_mock
2025-05-18,38,211,160.0,3.185,3.675,0.11,0.07,41.0,26.0,86,6.9,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,10.34,0.0,3.45,3.45,27.59,27.59,20.69,0.0,0.5071428571428571,0.5714285714285714,Lineage_NB.1.8.1,27.59,inf,39.76,40.58,41.67,22.980753825701413,48.68591284096526,17.990374415495086,54.342958917838246,14.238679284462933,58.76132071553707,stable,increasing,stable,"Based on the recent trend of increasing wastewater signal and cases with a significant rise in positivity rate last week, we are cautiously optimistic about stabilization but expect an increase due to current transmission rates. | partial_fields_filled_with_mock"
2025-05-25,46,293,214.666666666667,4.165,3.185,0.13,0.11,38.0,41.0,87,11.56,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.63,0.0,1.725,3.075,24.605,21.905,22.505,0.0,0.3886255924170616,0.18181818181818188,Lineage_NB.1.8.1,24.605,-0.10819137368611809,63.78,59.4,61.87,27.756666666666664,61.07666666666667,27.52253538419757,74.6441312824691,28.894033545902506,86.6059664540975,significantly increasing,increasing,significantly increasing,"Based on the recent sharp increase in wastewater change and positivity rate along with a consistent rise in cases over the past weeks, it is evident that outbreak risk has significantly increased. The forecast for upcoming weeks suggests this trend will continue. | partial_fields_filled_with_mock"
2025-06-01,42,276,260.0,5.145,4.165,0.21,0.13,46.0,38.0,88,10.27,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.88,0.0,1.15,2.69,25.3766666666667,22.9366666666667,22.6966666666667,0.0,-0.058020477815699634,0.6153846153846152,Lineage_NB.1.8.1,25.3766666666667,0.03136218925692735,39.67,45.08,51.79,35.60741898347766,48.559247683189014,33.25834076433422,51.57499256899911,31.533387320585597,53.9666126794144,increasing,significantly increasing,increasing,partial_llm_filled_with_mock
2025-06-08,46,252,273.666666666667,6.37,5.145,0.25,0.21,42.0,46.0,89,9.935,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,15.625,0.0,1.31,2.0175,22.605,21.22,27.29,0.0,-0.08695652173913049,0.19047619047619047,Lineage_XFG,27.29,0.202379203994711,48.0,50.0,52.0,38.16043814185697,53.17289519147636,37.71792315127568,58.948743515390994,37.998830821806834,64.00116917819317,increasing,significantly increasing,increasing,"Based on the recent trend of rising cases and positivity rates over the past four weeks, with a significant increase in wastewater change percentage indicating higher viral loads. The top lineage is also showing an increasing presence. | partial_fields_filled_with_mock"
2025-06-15,56,242,256.666666666667,6.125,6.37,0.24,0.25,46.0,42.0,90,12.1,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,14.7075,0.0,0.4475,1.71,19.04,18.2125,33.785,0.0,-0.03968253968253965,-0.040000000000000036,Lineage_XFG,33.785,0.2379992671308171,68.0,50.0,57.5,39.12790439344964,62.53876227321703,37.61269030648863,70.7206430268447,37.225602351734345,77.77439764826565,decreasing,significantly decreasing,stable,partial_llm_filled_with_mock
2025-06-22,47,191,228.333333333333,6.125,6.125,0.2,0.24,56.0,46.0,91,10.7266666666667,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,13.3033333333333,0.0,0.596666666666667,1.38,18.18,18.8766666666667,36.94,0.0,-0.21074380165289253,-0.16666666666666663,Lineage_XFG,36.94,0.09338463815302656,39.6,40.8,52.75,37.83496270452592,60.99837062880741,34.70433051468368,67.46233615198298,32.689900299350455,72.81009970064954,decreasing,stable,increasing,partial_llm_filled_with_mock
2025-06-29,38,165,199.333333333333,4.655,6.125,0.13,0.2,47.0,56.0,92,12.245,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,12.265,0.0,0.895,1.11,13.81,15.815,43.87,0.0,-0.1361256544502618,-0.35,Lineage_XFG,43.87,0.18760151597184627,36.98,40.57,38.16,29.647031867930224,58.51963479873645,21.000653343786997,61.832679989546335,13.745592388540778,63.75440761145922,stable,decreasing,stable,Based on the trend of decreasing wastewater change and positivity rate over the past weeks with a slight increase in cases towards week four which then dropped again. The risk appears to be stable for now but may decrease slightly. | partial_fields_filled_with_mock
2025-07-06,47,195,183.666666666667,3.675,4.655,0.21,0.13,38.0,47.0,93,15.56,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.67,0.0,0.0,2.22,13.33,15.56,46.67,0.0,0.18181818181818188,0.6153846153846152,Lineage_XFG,46.67,0.06382493731479388,63.78,50.49,46.78,29.597000312434915,58.402999687565085,20.631082502990004,61.368917497009996,13.053272759738604,62.946727240261396,significantly increasing,increasing,decreasing,"Based on the recent trend of increasing wastewater change and positivity rate along with a consistent presence in cases over time, there is an indication that outbreak risk has been significantly increasing. The forecast for upcoming weeks shows continued growth. | partial_fields_filled_with_mock"
2025-07-13,55,205,188.333333333333,4.655,3.675,0.18,0.21,47.0,38.0,94,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05128205128205132,-0.1428571428571429,Lineage_other,0.0,-1.0,63.0,70.0,85.0,35.80207155700586,63.03126177632747,32.8293882830326,71.33727838363407,31.16882954558871,78.33117045441129,increasing,significantly increasing,increasing,partial_llm_filled_with_mock
2025-07-20,32,238,212.666666666667,3.92,4.655,0.18,0.18,55.0,47.0,95,0.0,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16097560975609748,0.0,Lineage_other,0.0,,36.0,40.0,50.0,21.20497032081033,60.79502967918967,11.005600560112025,66.99439943988797,2.714002858309634,71.28599714169036,stable,increasing,significantly increasing,partial_llm_filled_with_mock
2025-07-27,50,309,250.666666666667,12.25,3.92,0.21,0.18,32.0,55.0,96,8.51,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,6.38,0.0,0.0,0.0,10.64,4.26,70.21,0.0,0.2983193277310925,0.16666666666666674,Lineage_XFG,70.21,inf,68.0,70.0,65.0,27.596989924241136,66.40301007575886,20.56,75.44,15.393000729014801,82.6069992709852,increasing,stable,decreasing,"Based on the recent trend of cases and wastewater changes with a slight decrease in positivity rate last week but an overall increase over four weeks. The forecast for next three weeks shows fluctuating risk levels, starting increasing then stabilizing before decreasing. | partial_fields_filled_with_mock"
2025-08-03,76,319,288.666666666667,6.615,12.25,0.33,0.21,50.0,32.0,97,5.05,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4.775,0.0,0.0,0.795,10.875,4.51,73.995,0.0,0.032362459546925626,0.5714285714285716,Lineage_XFG,73.995,0.05390969947300972,83.76,95.04,108.67,24.775443859953185,95.72455614004681,17.08140158758004,117.41859841241995,12.806266389484449,135.69373361051555,increasing,significantly increasing,increasing,partial_llm_filled_with_mock
2025-08-10,66,428,352.0,6.125,6.615,0.29,0.33,76.0,50.0,98,4.06,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3.18333333333333,0.0,0.0,1.92,12.11,4.39666666666667,73.6366666666667,0.693333333333333,0.34169278996865193,-0.12121212121212133,Lineage_XFG,73.6366666666667,-0.004842669549743994,76.8,74.5,69.0,29.598030675653916,105.06863599101274,25.300889867922947,132.03244346541038,24.640538557910375,155.35946144208964,stable,decreasing,significantly decreasing,Based on the trend of increasing cases and positivity rates in the past weeks with a subsequent decrease observed recently. The forecast predicts continued decline. | partial_fields_filled_with_mock
2025-08-17,69,354,367.0,3.92,6.125,0.27,0.29,66.0,76.0,99,4.7125,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.805,0.0,0.0,1.44,11.5825,3.2975,75.645,0.52,-0.1728971962616822,-0.06896551724137923,Lineage_XFG,75.645,0.02727355031460732,73.6,75.4,76.8,50.03075885447659,93.13590781219007,47.43672353461123,108.39660979872211,46.91984596870782,121.58015403129218,stable,increasing,significantly increasing,"Based on the recent trend of wastewater change and positivity rate stabilization with a slight increase in cases over time, it is predicted that outbreak risk will remain stable to slightly increasing for the next three weeks. | partial_fields_filled_with_mock"
2025-08-24,83,464,415.333333333333,5.635,3.92,0.44,0.27,69.0,66.0,100,4.165,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.4725,0.0,0.0,1.44,11.8175,2.495,78.0925,0.52,0.31073446327683607,0.6296296296296295,Lineage_XFG,78.0925,0.0323550796483576,98.0,105.0,110.0,60.949373286804494,90.71729337986217,57.11756850704631,99.21576482628703,54.720224981586824,106.27977501841318,stable,increasing,stable,partial_llm_filled_with_mock
2025-08-31,96,532,450.0,3.92,5.635,0.42,0.44,83.0,69.0,101,3.7675,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.68,0.0,0.0,1.0425,10.62,2.095,81.28,0.52,0.14655172413793105,-0.045454545454545525,Lineage_XFG,81.28,0.040816979863623315,96.7,103.0,98.5,61.4122610762729,115.5877389237271,60.192152240043555,136.80784775995645,61.58265992194357,155.41734007805644,stable,increasing,stable,partial_llm_filled_with_mock
2025-09-07,115,431,475.666666666667,4.9,3.92,0.42,0.42,96.0,83.0,102,3.56,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.9925,0.0,0.0,0.0,8.5375,1.6775,84.925,0.3125,-0.18984962406015038,0.0,Lineage_XFG,84.925,0.04484498031496065,138.0,145.0,160.0,67.72955038214758,144.43711628451908,67.17622664878579,175.65710668454756,70.3192992660773,203.18070073392272,increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-09-14,162,395,452.666666666667,4.9,4.9,0.8,0.42,115.0,96.0,103,2.4925,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.025,0.0,0.0,0.0,7.835,2.1275,86.215,0.3125,-0.08352668213457082,0.9047619047619049,Lineage_XFG,86.215,0.0151898734177216,183.6,207.5,241.8,72.53130779820152,208.13535886846518,70.78012259851633,262.55321073481696,75.56344691706931,310.4365530829307,significantly increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-09-21,209,414,413.333333333333,26.705,4.9,1.08,0.8,162.0,115.0,104,2.255,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.93,0.0,0.0,0.0,7.12,2.3675,87.02,0.3125,0.048101265822784844,0.3500000000000001,Lineage_XFG,87.02,0.009337122310502766,230.0,250.0,270.0,83.96536291179324,282.36797042154006,80.54150415809826,361.12516250856834,86.67830171948597,430.32169828051406,significantly increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-09-28,237,729,512.666666666667,6.37,26.705,1.27,1.08,209.0,162.0,105,3.98,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0725,0.0,0.0,0.0,7.265,2.0075,85.365,0.3125,0.7608695652173914,0.17592592592592582,Lineage_XFG,85.365,-0.019018616410020672,263.7,295.8,327.6,116.25181385610705,326.58151947722627,113.35777220366961,410.80889446299705,120.59913176160813,484.90086823839187,significantly increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-10-05,260,656,599.666666666667,6.125,6.37,1.53,1.27,237.0,209.0,106,4.1925,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.935,0.0,0.175,0.0,8.675,1.5575,84.295,0.175,-0.10013717421124824,0.20472440944881898,Lineage_XFG,84.295,-0.012534411058396255,367.89,405.23,461.78,166.98966301188165,332.34367032145167,165.4103934683664,399.2562731983002,171.79922905235463,458.20077094764537,significantly increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-10-12,256,585,656.666666666667,12.495,6.125,0.97,1.53,260.0,237.0,107,4.155,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.625,0.0,0.175,0.0,8.4225,1.1075,85.34,0.175,-0.10823170731707321,-0.36601307189542487,Lineage_XFG,85.34,0.012396939320244327,263.8,270.5,281.4,210.55014919035483,301.78318414297854,207.32183565010376,336.34483101656286,208.48987406667422,366.51012593332575,increasing,increasing,significantly increasing,partial_llm_filled_with_mock
2025-10-19,199,865,702.0,6.37,12.495,0.92,0.97,256.0,260.0,108,3.745,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.645,0.0,0.175,0.1875,9.7875,0.7925,84.31,0.3625,0.4786324786324787,-0.05154639175257725,Lineage_XFG,84.31,-0.012069369580501532,237.6,250.4,261.8,170.71060302198157,279.9560636446851,135.41846064650503,289.9148726868283,105.3906558526062,294.6093441473938,stable,increasing,significantly increasing,partial_llm_filled_with_mock
2025-10-26,163,639,696.333333333333,12.74,6.37,0.53,0.92,199.0,256.0,109,3.915,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.8825,0.0,0.175,0.1875,10.335,0.3625,83.4075,0.7425,-0.261271676300578,-0.42391304347826086,Lineage_XFG,83.4075,-0.01070454275886612,138.0,145.0,140.0,95.33904554970643,278.9942877836269,24.96946614927012,284.6972005173965,0.0,281.55010531275985,stable,decreasing,stable,partial_llm_filled_with_mock
2025-11-02,130,519,674.333333333333,19.6,12.74,0.47,0.53,163.0,199.0,110,3.88,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.9525,0.0,0.0,0.1875,10.0575,0.1875,83.925,0.8125,-0.187793427230047,-0.1132075471698114,Lineage_XFG,83.925,0.0062044780145669165,98.0,75.0,60.0,39.26894495939237,250.73105504060763,0.0,252.5262920024435,0.0,244.13155926819385,decreasing,significantly decreasing,significantly decreasing,"Based on the trend of declining cases and wastewater signal over the past four weeks, it is predicted that outbreak risk will continue to decrease significantly in the coming three weeks. | partial_fields_filled_with_mock"
2025-11-09,121,442,533.333333333333,19.845,19.6,0.36,0.47,130.0,163.0,111,5.67,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.1075,0.0,0.0,0.1875,10.5725,0.775,79.4075,2.2825,-0.1483622350674374,-0.23404255319148937,Lineage_XFG,79.4075,-0.053827822460530195,98.0,75.0,60.0,57.78051029408665,196.71948970591336,3.0053054867592266,199.49469451324077,0.0,195.574685746525,decreasing,significantly decreasing,significantly decreasing,"Based on the trend of declining wastewater signal and positivity rate over the past four weeks along with a consistent decrease in reported cases, it is predicted that outbreak risk will continue to significantly decrease. | partial_fields_filled_with_mock"
2025-11-16,107,351,437.333333333333,21.07,19.845,0.43,0.36,121.0,130.0,112,5.725,0,0,0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.5775,0.0,0.0,0.0,8.6725,0.9175,77.395,5.7125,-0.20588235294117652,0.19444444444444442,Lineage_XFG,77.395,-0.025343953656770446,98.0,90.0,74.25,64.94315751891341,158.22350914775325,26.957497478448403,158.8758358548849,0.0,155.0331541845204,decreasing,significantly decreasing,significantly decreasing,partial_llm_filled_with_mock
